date,sku,quantity,revenue,platform
2025-10-07,SKU-010,4,136,Temu
2025-09-22,SKU-003,3,285,Amazon
2026-03-27,SKU-054,3,1050,Walmart
2025-09-22,SKU-001,5,181,eBay
2026-04-04,SKU-030,4,203,eBay
2026-01-08,SKU-050,3,78,Walmart
2026-02-25,SKU-047,4,295,Walmart
2025-06-01,SKU-010,4,135,eBay
2026-03-26,SKU-044,2,36,Temu
2025-10-09,SKU-060,4,156,Amazon
2026-05-08,SKU-016,3,902,Walmart
2026-03-17,SKU-045,1,471,eBay
2026-04-22,SKU-057,5,617,Walmart
2026-04-02,SKU-012,3,290,Shopify
2026-03-27,SKU-015,1,831,eBay
2026-02-14,SKU-004,5,225,Walmart
2025-09-23,SKU-049,4,77,Temu
2026-03-27,SKU-043,1,45,eBay
2025-06-01,SKU-053,1,878,Temu
2026-03-21,SKU-048,5,287,Walmart
2026-02-02,SKU-042,4,46,eBay
2025-05-19,SKU-043,3,37,eBay
2025-12-09,SKU-059,4,140,Temu
2025-09-25,SKU-001,5,149,eBay
2025-11-16,SKU-048,4,207,Walmart
2026-01-25,SKU-043,5,62,Walmart
2025-11-13,SKU-043,2,60,Shopify
2026-01-21,SKU-059,1,124,Temu
2025-08-20,SKU-035,5,99,Walmart
2026-02-17,SKU-001,4,207,Temu
2025-10-10,SKU-014,2,317,Shopify
2026-04-04,SKU-005,2,373,Shopify
2025-09-16,SKU-029,2,138,Amazon
2026-03-17,SKU-001,5,141,eBay
2025-12-28,SKU-007,5,80,Amazon
2025-10-18,SKU-055,1,149,Walmart
2026-04-10,SKU-052,1,110,Temu
2026-01-07,SKU-042,5,65,Temu
2025-05-21,SKU-029,1,147,Temu
2026-03-08,SKU-033,4,328,Temu
2025-05-25,SKU-018,4,197,Shopify
2025-10-18,SKU-044,4,55,Temu
2025-10-17,SKU-040,1,182,Amazon
2026-02-21,SKU-005,4,266,Amazon
2026-03-12,SKU-009,4,84,eBay
2025-08-16,SKU-038,2,176,Shopify
2025-07-03,SKU-029,4,126,Temu
2025-08-19,SKU-053,4,812,Temu
2025-08-07,SKU-024,2,672,Walmart
2026-05-02,SKU-048,1,320,Amazon
2026-01-12,SKU-058,3,499,Amazon
2025-08-17,SKU-030,2,195,Walmart
2026-04-06,SKU-015,1,785,Amazon
2025-07-24,SKU-029,3,132,Shopify
2025-07-06,SKU-041,5,65,Temu
2025-10-18,SKU-059,5,157,Shopify
2025-05-20,SKU-011,1,338,eBay
2025-07-23,SKU-046,5,503,Shopify
2026-01-26,SKU-019,1,246,eBay
2025-12-13,SKU-015,4,1250,Walmart
2026-03-07,SKU-057,4,517,Shopify
2026-03-21,SKU-019,1,231,Walmart
2025-05-21,SKU-059,2,117,eBay
2025-06-26,SKU-046,3,667,eBay
2025-12-01,SKU-012,5,201,Amazon
2025-07-03,SKU-029,5,136,eBay
2026-01-19,SKU-055,4,178,Amazon
2025-12-07,SKU-054,2,994,Walmart
2026-01-20,SKU-032,3,113,Walmart
2026-05-12,SKU-002,1,197,eBay
2025-07-29,SKU-012,5,314,eBay
2025-12-23,SKU-018,1,197,Amazon
2026-03-01,SKU-025,5,716,Temu
2026-05-15,SKU-053,2,847,Amazon
2026-01-20,SKU-019,3,204,Walmart
2025-09-22,SKU-035,5,96,Shopify
2025-06-28,SKU-045,4,491,Walmart
2026-03-10,SKU-049,5,83,Amazon
2025-06-15,SKU-039,2,124,Temu
2025-08-02,SKU-039,4,144,Temu
2025-10-04,SKU-025,1,746,eBay
2025-10-13,SKU-001,2,180,Walmart
2026-01-24,SKU-041,1,51,Walmart
2025-11-02,SKU-026,5,699,eBay
2025-11-24,SKU-055,5,187,Walmart
2025-10-24,SKU-005,3,277,Shopify
2026-03-07,SKU-003,4,239,Walmart
2026-01-15,SKU-054,5,917,eBay
2025-11-22,SKU-047,1,192,Temu
2025-08-29,SKU-019,4,194,Amazon
2025-10-26,SKU-012,4,234,Temu
2025-06-26,SKU-012,3,321,eBay
2025-05-31,SKU-017,3,287,eBay
2026-04-03,SKU-002,1,190,Walmart
2025-10-17,SKU-041,5,73,Temu
2025-11-01,SKU-023,5,894,Amazon
2025-06-10,SKU-034,3,341,Amazon
2026-03-21,SKU-056,2,206,Walmart
2026-03-15,SKU-027,4,65,Temu
2025-11-12,SKU-011,1,207,Shopify
2025-10-22,SKU-042,5,74,Walmart
2025-10-16,SKU-010,3,86,Shopify
2026-01-31,SKU-003,1,282,Walmart
2025-11-30,SKU-042,1,59,Shopify
2025-11-27,SKU-042,3,75,Temu
2025-09-09,SKU-023,3,715,Temu
2026-04-14,SKU-029,4,133,Amazon
2025-08-22,SKU-008,5,76,Temu
2026-01-19,SKU-023,4,515,Walmart
2026-03-23,SKU-019,4,153,eBay
2025-09-02,SKU-014,4,430,Amazon
2026-03-02,SKU-020,2,178,Shopify
2026-04-09,SKU-005,1,273,Temu
2025-07-08,SKU-049,5,83,Shopify
2026-03-02,SKU-017,5,262,Shopify
2025-05-21,SKU-036,4,138,Walmart
2025-05-22,SKU-009,1,134,eBay
2026-01-10,SKU-017,4,257,eBay
2026-03-12,SKU-039,2,149,Amazon
2025-09-25,SKU-042,4,64,Walmart
2026-05-05,SKU-023,5,843,Amazon
2025-05-24,SKU-039,4,148,Temu
2025-06-12,SKU-044,3,35,Temu
2026-01-18,SKU-016,4,828,eBay
2026-04-16,SKU-005,5,258,Shopify
2026-03-18,SKU-018,4,208,Walmart
2025-07-20,SKU-023,3,547,Shopify
2026-01-09,SKU-041,1,77,eBay
2025-09-30,SKU-053,5,906,Temu
2026-01-05,SKU-019,2,174,Amazon
2026-02-01,SKU-008,4,86,Amazon
2026-04-30,SKU-020,2,184,Walmart
2025-12-31,SKU-009,2,95,Temu
2025-10-28,SKU-041,3,69,Shopify
2026-03-10,SKU-020,4,257,eBay
2026-02-09,SKU-035,2,83,Temu
2025-11-14,SKU-028,5,64,eBay
2026-04-26,SKU-050,1,84,Shopify
2025-10-02,SKU-046,3,692,eBay
2026-01-13,SKU-023,2,661,Temu
2025-07-22,SKU-051,1,96,Shopify
2025-11-17,SKU-057,4,575,Temu
2025-09-13,SKU-033,5,229,eBay
2025-07-05,SKU-040,4,120,Shopify
2025-10-19,SKU-022,5,190,Shopify
2025-10-30,SKU-028,2,93,eBay
2025-07-10,SKU-012,5,283,Amazon
2025-12-28,SKU-017,5,189,Shopify
2025-05-27,SKU-026,2,507,Shopify
2026-02-07,SKU-059,2,158,Amazon
2025-09-29,SKU-049,4,62,eBay
2025-07-16,SKU-028,3,102,Temu
2026-03-27,SKU-059,2,135,Temu
2025-06-16,SKU-015,4,729,Shopify
2025-06-10,SKU-041,3,66,Temu
2025-05-22,SKU-011,2,276,Walmart
2025-06-18,SKU-024,4,822,Shopify
2025-12-26,SKU-011,2,314,Walmart
2025-06-07,SKU-052,5,64,Walmart
2025-11-11,SKU-017,1,221,Shopify
2025-07-16,SKU-003,5,215,eBay
2026-01-12,SKU-039,3,149,Temu
2025-09-12,SKU-021,5,170,Shopify
2025-09-07,SKU-017,2,228,Amazon
2026-03-22,SKU-026,4,589,Temu
2026-02-22,SKU-028,1,78,Amazon
2025-12-04,SKU-030,3,145,eBay
2025-09-22,SKU-016,4,974,Walmart
2026-03-08,SKU-017,5,258,Amazon
2025-09-26,SKU-040,2,105,Shopify
2025-10-16,SKU-013,3,407,eBay
2025-11-05,SKU-023,5,690,Amazon
2025-09-25,SKU-049,4,55,eBay
2025-10-05,SKU-001,1,227,Walmart
2025-06-05,SKU-059,3,122,Temu
2026-02-08,SKU-049,5,76,Walmart
2025-07-24,SKU-001,4,210,Amazon
2025-09-30,SKU-031,2,94,Walmart
2025-10-11,SKU-056,5,157,Walmart
2026-04-26,SKU-054,5,904,Shopify
2025-06-10,SKU-040,2,179,Shopify
2026-05-11,SKU-020,2,155,eBay
2026-01-03,SKU-008,1,81,Walmart
2026-05-07,SKU-007,4,116,Amazon
2025-10-07,SKU-045,3,621,Shopify
2025-12-10,SKU-036,5,84,eBay
2026-04-13,SKU-053,5,739,Temu
2025-10-04,SKU-050,5,54,eBay
2025-06-24,SKU-049,5,50,Walmart
2025-06-29,SKU-040,2,109,Walmart
2025-09-25,SKU-030,2,128,Amazon
2025-09-20,SKU-022,2,179,eBay
2026-01-24,SKU-018,2,215,Amazon
2025-08-21,SKU-011,5,327,Shopify
2026-01-10,SKU-036,2,87,Temu
2026-02-25,SKU-021,4,133,Walmart
2025-09-02,SKU-006,3,315,Shopify
2025-10-19,SKU-017,1,165,Shopify
2025-09-15,SKU-020,4,186,Walmart
2026-05-01,SKU-046,4,700,Temu
2025-09-18,SKU-044,5,40,Amazon
2025-07-02,SKU-021,2,186,Shopify
2025-08-27,SKU-022,1,144,Temu
2025-07-04,SKU-028,2,98,Walmart
2026-02-13,SKU-037,4,166,Walmart
2026-03-24,SKU-001,3,248,Temu
2026-01-20,SKU-027,4,69,Temu
2025-11-21,SKU-018,2,297,Amazon
2025-11-22,SKU-016,2,766,Temu
2025-08-28,SKU-006,2,330,eBay
2025-06-03,SKU-008,5,127,Shopify
2025-12-24,SKU-043,2,41,eBay
2026-04-24,SKU-029,3,135,Shopify
2025-07-11,SKU-017,1,231,Shopify
2025-09-17,SKU-052,2,95,Temu
2025-10-13,SKU-049,3,65,eBay
2026-03-30,SKU-008,2,122,eBay
2025-05-27,SKU-026,2,662,eBay
2025-12-13,SKU-054,4,712,eBay
2026-02-01,SKU-031,2,64,Shopify
2025-07-25,SKU-033,1,254,Amazon
2025-10-30,SKU-034,2,235,Amazon
2025-05-16,SKU-025,4,753,Amazon
2025-07-01,SKU-055,5,201,Temu
2025-07-03,SKU-039,4,192,eBay
2026-04-14,SKU-010,3,90,Shopify
2025-09-13,SKU-045,1,614,eBay
2026-04-21,SKU-059,5,115,Temu
2025-10-08,SKU-046,3,493,Walmart
2026-02-13,SKU-011,3,317,Amazon
2026-03-22,SKU-049,3,69,eBay
2026-02-03,SKU-045,2,479,Shopify
2025-08-27,SKU-005,5,278,Walmart
2026-01-15,SKU-002,1,164,eBay
2025-09-10,SKU-042,3,47,Amazon
2025-11-22,SKU-045,3,630,Amazon
2026-04-01,SKU-036,5,95,eBay
2025-10-16,SKU-017,5,173,Temu
2026-04-19,SKU-010,2,117,Walmart
2025-12-04,SKU-026,2,777,Walmart
2025-07-16,SKU-060,1,132,Temu
2025-07-22,SKU-052,5,70,Shopify
2026-04-15,SKU-031,5,88,eBay
2025-06-12,SKU-011,3,332,Amazon
2025-09-21,SKU-045,4,673,eBay
2025-10-06,SKU-016,3,934,eBay
2026-01-04,SKU-048,2,252,eBay
2025-12-02,SKU-015,1,1040,Walmart
2026-03-03,SKU-011,2,210,Walmart
2025-12-30,SKU-035,2,101,Walmart
2026-01-05,SKU-040,2,115,Temu
2025-06-27,SKU-037,2,196,Walmart
2025-09-26,SKU-025,3,465,eBay
2025-11-08,SKU-043,4,47,Walmart
2025-07-10,SKU-001,3,218,Amazon
2026-03-01,SKU-016,1,998,Temu
2026-04-09,SKU-031,3,78,Temu
2025-12-09,SKU-032,2,79,Temu
2025-06-16,SKU-031,4,66,Amazon
2025-05-29,SKU-021,4,137,Temu
2025-10-14,SKU-015,2,998,Shopify
2025-11-03,SKU-005,2,450,Walmart
2025-06-21,SKU-027,4,65,eBay
2026-04-01,SKU-019,2,208,eBay
2026-04-23,SKU-046,1,581,Temu
2026-02-10,SKU-032,1,66,eBay
2025-11-28,SKU-017,4,221,Temu
2026-05-04,SKU-053,3,952,Temu
2025-10-19,SKU-033,5,348,Amazon
2025-07-16,SKU-042,1,67,Shopify
2026-02-26,SKU-035,3,125,eBay
2026-03-16,SKU-036,4,80,eBay
2025-11-16,SKU-006,4,399,Shopify
2025-10-08,SKU-005,3,419,Temu
2025-07-04,SKU-027,1,67,Temu
2026-04-15,SKU-046,2,505,Shopify
2026-02-06,SKU-058,2,585,eBay
2026-04-10,SKU-055,1,134,eBay
2026-03-11,SKU-014,2,419,eBay
2025-08-01,SKU-031,1,87,Shopify
2026-04-24,SKU-002,1,230,Temu
2025-05-19,SKU-012,1,311,Shopify
2025-11-26,SKU-047,4,269,Walmart
2025-06-27,SKU-030,2,182,Amazon
2025-11-29,SKU-043,2,58,Walmart
2026-05-02,SKU-051,1,90,Shopify
2026-03-05,SKU-049,1,85,Amazon
2025-07-13,SKU-037,1,210,Walmart
2025-09-03,SKU-052,4,73,Walmart
2025-07-14,SKU-055,5,201,Amazon
2026-03-05,SKU-013,3,486,Amazon
2026-01-25,SKU-055,4,118,eBay
2025-11-14,SKU-052,1,80,eBay
2025-08-15,SKU-034,4,259,Walmart
2026-03-10,SKU-009,3,154,Shopify
2026-02-05,SKU-028,2,99,eBay
2025-06-02,SKU-002,1,158,Temu
2025-12-02,SKU-016,1,1086,Amazon
2026-02-04,SKU-057,1,374,Walmart
2025-10-22,SKU-002,5,254,Shopify
2025-08-02,SKU-054,1,800,eBay
2026-02-05,SKU-019,5,211,Walmart
2025-06-26,SKU-037,5,184,Amazon
2025-07-17,SKU-015,1,1280,Amazon
2025-11-29,SKU-027,4,103,Walmart
2025-10-31,SKU-060,3,111,Shopify
2025-07-16,SKU-012,1,234,eBay
2026-05-05,SKU-037,4,247,Walmart
2026-02-05,SKU-042,4,49,Shopify
2025-06-04,SKU-049,2,61,Amazon
2025-06-24,SKU-029,2,186,Walmart
2026-04-15,SKU-051,1,78,Walmart
2025-08-19,SKU-037,5,236,Temu
2026-04-09,SKU-040,5,145,Walmart
2025-06-10,SKU-042,3,72,Shopify
2025-11-20,SKU-002,4,168,Amazon
2025-12-03,SKU-021,1,124,Amazon
2025-09-11,SKU-005,1,264,Amazon
2026-03-20,SKU-041,3,62,Shopify
2026-02-13,SKU-044,4,45,Shopify
2025-05-23,SKU-038,1,215,Shopify
2026-03-01,SKU-055,1,186,eBay
2025-06-12,SKU-006,3,251,Temu
2025-11-30,SKU-019,3,199,Shopify
2025-09-29,SKU-055,4,195,Amazon
2026-04-25,SKU-017,4,176,Shopify
2025-06-06,SKU-053,5,1018,eBay
2025-10-08,SKU-012,5,222,eBay
2025-08-07,SKU-010,2,85,eBay
2026-03-12,SKU-010,2,133,Amazon
2025-08-18,SKU-006,5,246,Amazon
2025-11-06,SKU-022,1,117,Temu
2025-11-14,SKU-004,1,347,Amazon
2026-01-10,SKU-023,3,614,eBay
2025-10-12,SKU-022,3,155,Temu
2025-12-26,SKU-025,2,575,Walmart
2026-01-04,SKU-007,5,112,Shopify
2025-10-27,SKU-056,2,152,Walmart
2025-07-16,SKU-007,2,120,Walmart
2026-01-06,SKU-018,2,221,eBay
2025-07-14,SKU-016,4,974,Amazon
2026-01-29,SKU-030,5,152,Amazon
2026-02-20,SKU-039,1,109,Amazon
2026-05-08,SKU-019,5,210,Amazon
2025-10-23,SKU-027,3,90,eBay
2026-01-05,SKU-044,2,40,Shopify
2026-03-10,SKU-053,1,850,Amazon
2025-12-07,SKU-020,2,233,Amazon
2026-04-29,SKU-004,1,236,Temu
2025-08-14,SKU-013,1,534,Amazon
2026-01-04,SKU-001,1,163,eBay
2025-11-16,SKU-004,2,314,Temu
2026-04-16,SKU-014,2,532,Walmart
2026-04-10,SKU-055,1,153,Amazon
2025-07-02,SKU-021,4,150,eBay
2026-03-20,SKU-038,3,196,eBay
2025-06-14,SKU-012,4,258,Temu
2026-05-12,SKU-023,2,781,Amazon
2025-12-04,SKU-034,5,382,Amazon
2026-04-11,SKU-024,5,645,Shopify
2026-03-16,SKU-016,1,722,Temu
2025-12-30,SKU-055,2,130,Amazon
2026-03-07,SKU-037,4,195,Temu
2025-07-15,SKU-022,1,134,Walmart
2025-07-15,SKU-011,5,254,Amazon
2026-03-07,SKU-017,3,227,Temu
2025-10-17,SKU-017,3,242,Amazon
2026-05-11,SKU-022,3,172,Walmart
2026-04-26,SKU-029,1,185,Walmart
2025-09-14,SKU-024,2,581,Temu
2025-11-18,SKU-027,4,97,Temu
2026-04-29,SKU-041,5,53,Amazon
2025-10-18,SKU-057,1,430,Shopify
2025-12-22,SKU-038,3,201,Walmart
2026-03-09,SKU-033,1,360,eBay
2025-12-01,SKU-037,3,149,Walmart
2026-03-17,SKU-023,1,610,eBay
2025-09-14,SKU-037,4,243,Amazon
2025-09-01,SKU-038,1,179,Shopify
2026-01-23,SKU-039,3,113,Walmart
2026-04-23,SKU-023,3,772,Shopify
2025-11-11,SKU-003,5,330,eBay
2026-04-22,SKU-043,5,55,Walmart
2026-04-14,SKU-020,2,162,eBay
2025-08-10,SKU-031,1,73,Shopify
2025-09-14,SKU-035,2,83,eBay
2025-05-19,SKU-060,5,158,Amazon
2025-11-08,SKU-030,4,139,Shopify
2026-02-18,SKU-053,2,749,Amazon
2025-11-12,SKU-019,3,247,Shopify
2026-03-18,SKU-044,5,35,Shopify
2025-12-11,SKU-014,2,458,Amazon
2026-03-15,SKU-024,4,612,Walmart
2025-07-22,SKU-033,2,383,Amazon
2025-10-25,SKU-046,5,762,Amazon
2025-05-18,SKU-010,2,100,Amazon
2025-10-06,SKU-045,3,751,Amazon
2025-09-16,SKU-003,4,368,Walmart
2025-07-15,SKU-039,5,106,Walmart
2026-01-07,SKU-015,4,1094,eBay
2026-01-01,SKU-045,1,444,Temu
2026-04-12,SKU-041,5,42,Shopify
2026-02-27,SKU-009,5,106,eBay
2025-11-06,SKU-050,2,71,Walmart
2025-07-24,SKU-017,3,194,Shopify
2026-03-13,SKU-001,2,258,Walmart
2025-06-11,SKU-051,2,110,Shopify
2026-04-01,SKU-032,5,63,Amazon
2025-07-18,SKU-043,1,39,Amazon
2025-12-30,SKU-048,1,237,eBay
2025-12-03,SKU-037,3,149,Temu
2025-07-22,SKU-020,4,245,Temu
2026-01-07,SKU-012,5,257,Amazon
2025-06-10,SKU-057,1,546,Shopify
2025-11-09,SKU-050,3,69,eBay
2025-06-25,SKU-016,5,772,Shopify
2025-07-18,SKU-050,1,62,Amazon
2025-12-18,SKU-040,3,192,Shopify
2025-12-02,SKU-057,2,359,Amazon
2025-12-25,SKU-003,5,312,Walmart
2025-10-30,SKU-057,2,402,Amazon
2025-11-03,SKU-046,4,458,Temu
2025-07-17,SKU-052,1,113,Shopify
2025-10-12,SKU-045,3,456,eBay
2025-11-09,SKU-046,2,473,Temu
2025-08-20,SKU-006,3,427,eBay
2026-03-22,SKU-028,4,102,Shopify
2026-01-30,SKU-007,3,120,Amazon
2025-07-08,SKU-040,4,190,Walmart
2026-04-15,SKU-042,3,77,Shopify
2025-07-12,SKU-028,1,77,Shopify
2025-07-06,SKU-004,3,246,Temu
2025-08-02,SKU-053,1,836,eBay
2025-07-30,SKU-050,2,59,Temu
2025-07-09,SKU-021,3,128,Walmart
2026-02-15,SKU-021,2,115,Walmart
2026-04-03,SKU-012,3,261,eBay
2025-09-17,SKU-050,1,87,Amazon
2025-12-16,SKU-044,4,63,Temu
2025-11-19,SKU-055,2,185,Amazon
2025-10-11,SKU-007,1,83,eBay
2025-11-09,SKU-020,5,140,Amazon
2025-09-19,SKU-031,4,80,Temu
2025-07-20,SKU-060,4,126,Walmart
2025-09-27,SKU-009,2,84,eBay
2026-03-02,SKU-037,3,190,Shopify
2026-05-14,SKU-004,1,381,Walmart
2025-12-10,SKU-039,3,129,Amazon
2025-09-18,SKU-044,3,45,Temu
2025-05-15,SKU-013,2,522,Shopify
2026-03-10,SKU-002,3,225,eBay
2025-07-26,SKU-027,5,102,Shopify
2025-07-27,SKU-008,3,88,Shopify
2025-12-30,SKU-047,2,255,Temu
2026-03-10,SKU-027,4,75,Temu
2025-07-28,SKU-040,5,178,Temu
2025-09-07,SKU-050,4,51,Shopify
2025-12-15,SKU-046,5,705,Temu
2025-06-23,SKU-003,5,339,Amazon
2026-01-09,SKU-015,2,729,eBay
2026-03-15,SKU-059,5,177,Shopify
2025-12-29,SKU-048,1,249,eBay
2025-10-05,SKU-014,3,564,Walmart
2025-06-14,SKU-030,2,232,Walmart
2026-03-07,SKU-038,2,139,Temu
2025-10-11,SKU-040,2,171,eBay
2025-11-08,SKU-025,5,471,Amazon
2025-07-25,SKU-043,2,56,Temu
2026-03-07,SKU-052,2,88,Amazon
2026-01-04,SKU-040,1,126,Shopify
2025-12-27,SKU-002,3,246,Shopify
2025-08-18,SKU-031,4,112,Walmart
2026-03-26,SKU-017,1,223,Temu
2025-08-07,SKU-035,2,99,Walmart
2025-09-25,SKU-014,2,467,Temu
2025-07-23,SKU-004,5,366,Shopify
2025-10-07,SKU-032,4,75,eBay
2025-11-06,SKU-045,1,503,Amazon
2025-07-06,SKU-026,5,542,Amazon
2025-09-20,SKU-049,5,58,Walmart
2025-06-02,SKU-041,4,41,eBay
2025-08-22,SKU-032,5,63,Amazon
2026-04-10,SKU-017,3,281,eBay
2025-12-09,SKU-007,3,70,Temu
2025-08-01,SKU-035,4,110,Temu
2025-12-30,SKU-027,1,66,Temu
2026-02-13,SKU-008,4,73,Shopify
2025-10-19,SKU-014,5,345,Shopify
2025-10-01,SKU-032,1,72,Shopify
2025-12-17,SKU-050,1,62,Temu
2025-10-27,SKU-012,4,252,Temu
2025-06-15,SKU-005,2,451,Walmart
2025-05-24,SKU-042,3,49,Shopify
2026-04-13,SKU-053,3,1087,Amazon
2025-10-03,SKU-043,3,54,Walmart
2026-04-11,SKU-044,5,59,Walmart
2025-10-22,SKU-048,3,256,Shopify
2026-03-18,SKU-009,2,108,eBay
2026-03-08,SKU-041,1,50,Walmart
2025-06-19,SKU-020,4,199,Temu
2025-05-18,SKU-044,1,48,eBay
2025-06-04,SKU-016,1,917,Amazon
2026-01-05,SKU-022,2,182,Shopify
2025-09-14,SKU-016,4,891,Walmart
2026-03-08,SKU-040,2,105,Shopify
2025-12-15,SKU-015,2,852,Shopify
2026-04-03,SKU-048,4,322,eBay
2025-08-23,SKU-016,1,1282,Temu
2026-04-09,SKU-004,5,227,Temu
2025-07-09,SKU-025,3,464,Shopify
2025-08-28,SKU-036,1,111,eBay
2025-07-15,SKU-010,4,141,eBay
2026-03-23,SKU-001,3,210,eBay
2025-10-13,SKU-003,1,289,Shopify
2025-09-10,SKU-001,4,206,eBay
2025-06-30,SKU-047,1,276,Walmart
2025-05-19,SKU-028,2,74,eBay
2026-01-06,SKU-009,2,144,Walmart
2025-06-21,SKU-060,5,177,Walmart
2025-08-09,SKU-022,4,131,eBay
2025-09-21,SKU-039,5,142,eBay
2026-02-24,SKU-054,1,665,Shopify
2025-08-08,SKU-046,1,649,Shopify
2025-08-22,SKU-013,2,538,Amazon
2025-12-26,SKU-014,4,383,eBay
2025-11-01,SKU-017,4,261,Walmart
2025-07-22,SKU-036,1,113,Walmart
2026-03-23,SKU-047,4,286,Temu
2025-11-05,SKU-052,2,87,Amazon
2025-12-17,SKU-016,1,1283,Amazon
2025-08-07,SKU-024,2,608,eBay
2026-04-13,SKU-016,2,738,Temu
2025-09-15,SKU-028,2,86,Walmart
2025-07-24,SKU-006,4,313,Walmart
2025-06-02,SKU-044,5,58,Temu
2026-01-04,SKU-046,5,574,Amazon
2026-04-24,SKU-020,3,183,Amazon
2026-04-07,SKU-040,4,178,Walmart
2026-01-31,SKU-048,1,216,Amazon
2026-01-11,SKU-034,2,322,Shopify
2025-11-04,SKU-008,4,86,Temu
2025-06-17,SKU-013,4,395,Shopify
2025-07-28,SKU-020,1,233,Temu
2026-01-30,SKU-043,4,55,Walmart
2025-10-19,SKU-001,3,243,Shopify
2025-07-29,SKU-049,3,88,Amazon
2026-02-01,SKU-052,5,104,eBay
2026-04-30,SKU-046,4,659,eBay
2025-07-25,SKU-022,4,139,Walmart
2026-03-27,SKU-043,1,61,Shopify
2025-12-09,SKU-039,2,155,eBay
2026-04-12,SKU-013,2,479,Shopify
2025-12-21,SKU-022,2,130,Temu
2025-07-25,SKU-040,4,129,Amazon
2026-04-21,SKU-039,5,129,Walmart
2026-01-22,SKU-030,3,194,Shopify
2025-06-16,SKU-039,2,136,Amazon
2026-02-01,SKU-016,1,1237,Amazon
2025-09-23,SKU-060,1,99,Walmart
2026-04-08,SKU-036,3,135,Walmart
2025-09-01,SKU-030,5,180,Walmart
2026-01-19,SKU-019,1,250,Walmart
2026-01-28,SKU-018,3,198,eBay
2025-11-20,SKU-039,2,129,eBay
2025-06-01,SKU-053,5,1035,Temu
2026-05-01,SKU-044,3,50,Amazon
2025-11-23,SKU-052,5,71,Temu
2025-07-20,SKU-013,1,493,Temu
2025-09-17,SKU-008,5,95,Walmart
2026-04-20,SKU-050,4,56,Amazon
2025-10-08,SKU-052,4,76,Shopify
2026-01-14,SKU-034,4,361,Temu
2025-09-20,SKU-030,2,228,Walmart
2026-01-13,SKU-022,1,144,Temu
2026-05-01,SKU-049,3,64,eBay
2025-08-18,SKU-032,4,92,Shopify
2025-07-23,SKU-007,3,118,Amazon
2025-11-05,SKU-019,4,206,Temu
2026-04-11,SKU-004,5,303,eBay
2025-06-04,SKU-056,2,195,Walmart
2026-04-10,SKU-041,1,48,Walmart
2025-09-16,SKU-034,4,312,eBay
2026-01-16,SKU-057,5,426,Shopify
2026-02-16,SKU-056,2,205,eBay
2025-12-01,SKU-009,2,120,Amazon
2025-07-04,SKU-011,3,266,Walmart
2025-10-13,SKU-023,1,729,Walmart
2026-03-03,SKU-035,5,112,Amazon
2025-12-09,SKU-029,1,205,Walmart
2025-09-05,SKU-043,3,40,Walmart
2025-12-29,SKU-010,1,112,Walmart
2025-11-29,SKU-057,2,364,eBay
2026-03-29,SKU-017,3,285,Shopify
2025-11-28,SKU-030,5,147,eBay
2025-07-30,SKU-057,2,402,Walmart
2025-06-12,SKU-026,3,633,Shopify
2025-12-15,SKU-024,5,767,eBay
2025-10-21,SKU-053,1,704,Walmart
2026-05-15,SKU-014,2,333,eBay
2025-10-25,SKU-041,4,64,Walmart
2025-09-08,SKU-003,3,316,Shopify
2025-10-27,SKU-011,2,193,Amazon
2026-03-04,SKU-036,3,139,Temu
2025-11-06,SKU-044,5,55,Shopify
2026-05-04,SKU-045,5,566,Amazon
2025-06-27,SKU-034,3,260,Amazon
2025-12-07,SKU-033,5,283,Shopify
2025-07-02,SKU-012,4,248,eBay
2026-04-12,SKU-049,3,82,Amazon
2025-08-03,SKU-009,1,122,Shopify
2025-09-04,SKU-013,3,545,eBay
2026-05-05,SKU-030,4,132,Walmart
2025-10-11,SKU-009,3,121,Shopify
2025-08-19,SKU-025,4,753,Amazon
2025-11-11,SKU-016,3,1241,Shopify
2026-02-01,SKU-033,1,299,Amazon
2025-08-13,SKU-026,1,683,Temu
2025-09-22,SKU-037,1,247,eBay
2026-04-05,SKU-034,2,219,eBay
2026-02-03,SKU-041,4,59,eBay
2026-02-22,SKU-019,1,195,Shopify
2025-08-08,SKU-012,1,204,Shopify
2026-01-14,SKU-056,2,181,Amazon
2025-07-29,SKU-013,2,380,Temu
2026-04-02,SKU-055,1,157,eBay
2025-11-14,SKU-060,5,163,Shopify
2026-04-10,SKU-014,2,329,Amazon
2026-03-25,SKU-023,2,755,eBay
2026-02-05,SKU-019,5,241,Amazon
2025-09-09,SKU-053,5,912,Walmart
2025-06-08,SKU-001,4,214,Shopify
2025-09-11,SKU-005,2,307,eBay
2025-08-16,SKU-039,5,177,Temu
2026-03-16,SKU-027,5,108,Amazon
2025-12-30,SKU-022,2,127,Amazon
2025-06-09,SKU-038,5,238,Amazon
2025-12-06,SKU-047,5,286,Walmart
2026-03-19,SKU-003,1,241,eBay
2026-05-01,SKU-056,3,112,Walmart
2026-02-17,SKU-035,1,119,Walmart
2025-07-21,SKU-054,4,787,eBay
2025-10-15,SKU-017,1,267,Shopify
2025-10-19,SKU-042,5,64,eBay
2025-10-31,SKU-042,3,50,Walmart
2025-11-17,SKU-049,4,81,eBay
2025-12-10,SKU-020,1,140,Walmart
